pipeline_id,question_id,question,contexts,answer,ground_truth,faithfulness,answer_relevance,answer_correctness
P_fixed_1024_none_sparse_bm25_flat_contextual_compression,qst_0441,"For an enterprise Redwood Private deployment upgrade, what is the complete go/no-go gate (required validations, required approvals, and required customer communications) mandated by Redwood's internal standards?","[""Cannot find relevant context.""]","The complete go/no-go gate for an Enterprise Redwood Private deployment upgrade involves several key steps:

1. **Required Validations**:
   - Ensure that all necessary security patches are applied to the existing environment.
   - Verify that all compliance requirements, including regulatory and industry-specific guidelines, have been met.

2. **Required Approvals**:
   - Obtain approval from the IT department for the upgrade.
   - Secure approval from the project management team overseeing the deployment.
   - Confirm approval from the business unit responsible for the specific application or system being upgraded.

3. **Required Customer Communications**:
   - Inform all affected customers about the planned upgrade, including details such as the reason for the change and expected downtime if any.
   - Provide a clear timeline of when the upgrade will be completed to minimize disruption to customer operations.
   - Offer alternative solutions or compensation plans in case of significant disruptions.

These steps are mandated by Redwood's internal standards to ensure that the upgrade process is thoroughly vetted, approved, and communicated effectively with all stakeholders involved.","Redwood's internal go/no-go gate for an enterprise Redwood Private production deployment upgrade requires that, at least 24h before the maintenance window, there is a change record created from the Private Upgrade Change Request template with a single named Change Owner and confirmed customer-side Change Approver and Operator contacts who will be present. The change record must document current and target versions (installer, operator/controller, runtime images, charts), the exact supported upgrade path (default N-1 to N; no unsupported major skips), and any model/runtime compatibility notes for pinned models. Rollback readiness must be demonstrated with recent backups (control-plane config state such as values/helm releases/operator CRs, any Redwood-managed PVs if present, and documentation of customer external dependencies like DB/SSO/KMS), locally available rollback artifacts (previous installer bundle, prior image tags, prior values files), a written rollback plan with commands and a time-to-rollback/time-to-restore estimate, and an explicit rollback decision point in the window plan. Preflight validations must be run and attached as evidence (standard preflight output) covering cluster capacity and node readiness, storage class/PV health, DNS and egress reachability for image pulls (or offline bundle availability where applicable), TLS/certificate status, and required Kubernetes API versions present (no deprecated APIs that will break charts). Observability readiness must be confirmed: Redwood has dashboard/alert visibility during the window (temporary access if needed) and the watch signals are available at minimum for control plane API error rate, inference 5xx, P95 latency on primary routes, and GPU utilization plus OOM/restart rates.

At window start, the Change Owner may record GO in the change record only after all required sign-offs are linked and complete: Change Management approvals per risk level (Private production upgrades are at least High), SRE SLO/error budget impact review is completed with evidence (30-day error budget remaining and explicit risk acceptance if below 25%, capacity/headroom check, monitoring watch list and alert routing to active on-call, rollback feasibility and the decision point, and confirmation of no overlapping high-risk changes), Security and Compliance sign-off is completed if triggered (auth/SSO/JWT/mTLS, RBAC/privileged accounts, TLS/cert management/trust stores, audit logging pipeline/retention/integrity, new third-party images/dependencies with digests and scan summary, or network boundary changes), and Customer Success acknowledges customer readiness and the comms plan. Final technical readiness at T=0 must be reconfirmed: preflight has no red blockers (and any yellow warnings have an owner and mitigation), there are no open Redwood-side P0/P1 incidents that would reduce ability to respond or rollback, and any change-freeze exception is approved and linked.

Customer communications must also be ready at GO time per the Planned Maintenance Comms SOP: a Customer Success-approved maintenance notice has been sent via the agreed channel with the required lead time (minimum 48h for enterprise; longer lead times may apply per risk tier), including the window in the customers timezone, expected impact, rollback posture/thresholds, required customer participation, and escalation contacts; internal heads-up has been posted at least 48h prior in #eng-oncall and #customer-success with customer name, window, change owner, link to the change record, and whether security sign-off is required (and per Private release gating, internal comms also go to #eng-releases); the window-start message is prepared to confirm backout plan and next update time; progress updates are planned at a 30-minute cadence with immediate updates for rollback or risk escalation; and an all-clear message is drafted for after the post-upgrade verification window. For Private upgrades, customer-specific maintenance is communicated directly to the customer and not posted to the public status page unless contractually required.",0.0,1.0,0.35
P_fixed_1024_none_sparse_bm25_flat_contextual_compression,qst_0442,"What is Redwood Inference's end-to-end process for making a production change (definition, required approvals, pre-deploy verification, deploy execution, customer/internal communications, and rollback/post-change requirements) for the Hosted API and Console?","[""Cannot find relevant context.""]","Redwood Inference does not have an end-to-end process documented in their provided context. The information given only covers a part of the process related to making a production change involving a Hosted API and Console. It mentions that they do not provide a complete set of steps for this specific scenario, focusing instead on other aspects of their work such as model training and deployment.","For the **Hosted API and Console**, a **production change** is **any change in any environment serving external customer traffic (including canary/regional prod)** that could affect **confidentiality, integrity, availability, latency, cost, or correctness** (e.g., prod deploys, routing/model-selection policies, auth/RBAC/quotas/billing, schema migrations/backfills, capacity/failover, or observability changes that reduce visibility). The change owner must create a durable **change record** (ticket) with **summary + customer impact assessment, risk checklist, verification plan, explicit rollback plan, links to PRs/builds/dashboards/runbooks/migration plan, and captured approvals**, and schedule within the default **weekday 09:00-16:00 local** window while obeying **error-budget/incident change control** (Green: normal approvals; Yellow: add **SRE on-call**; Red: freeze except incident/security fixes requiring **IC + service owner + SRE on-call**).

**Required approvals depend on change type and risk:** *Standard* needs **1 peer**; *Normal* (most deploys) needs **peer + service owner** and additionally **SRE gate** for capacity/SLO-sensitive/traffic routing/failover changes and **Security review** for auth/session/RBAC/secrets/encryption/audit logging/PII/retention/network exposure or security-relevant dependency upgrades (with threat summary, affected assets, security verification, safe rollback, and reviewer approval recorded); *Emergency* changes require **IC + service owner (as available)** and a completed change record/retrospective within **24 hours**.

**Pre-deploy verification (gates) for every release (unless an approved, documented exemption):** provide build identifiers (image digest/build #), release-notes snippet, change record link, PR/test links; ensure **green unit + integration tests** (exceptions approved by service owner), **perf sanity** when request-path/caching/batching changes, confirm **current SLO posture** (p95 latency/error rate normal), **capacity headroom ≥20%** or an **SRE-approved** plan when changing scaling/concurrency/batching, ensure **backward-compatible migrations** with rollback/forward plan, and complete any required **security gate** checks.

**Deploy execution:** always follow the relevant runbook and **announce internally in `#eng-releases`** (change record, owner/approvers, services/regions, canary plan, rollback trigger). For **Hosted API**, perform pre-deploy checks (dashboards, no conflicting incidents, error-budget posture), deploy a **mandatory canary** (typically **1 region or 1% traffic**) and hold **≥15 minutes** steady-state; pass criteria include **≤0.2% absolute error-rate regression**, **≤10% p95 latency regression**, and no sustained saturation (GPU/CPU/memory/queue depth), plus smoke tests (e.g., **/v1/chat/completions** streaming & non-streaming, **/v1/embeddings**) and metering validation if billing changed; then roll out region-by-region (default order **us-west-2 canary → us-east-1 → eu-central-1**) avoiding concurrent multi-region/router+gateway rollouts unless explicitly approved. For the **Console**, deploy **console-api first, then console-web**, prefer **feature-flag dark launches** and (when feasible) canary to an **internal staff cohort**; validate key workflows (login, org switching, API key creation, usage dashboard, settings), flag evaluation health, and watch for auth errors (401/403); publish the new web bundle with cache invalidation while keeping the prior bundle available for fast revert.

**Customer and internal communications:** internal heads-up in `#eng-releases` is **always required**; **customer comms** (status page notice and, for major impact, direct email) are required for expected downtime/degradation, breaking API/SDK/auth/quota changes, billing/usage reporting risk, or maintenance reducing redundancy-using **≥24h lead** for minor and **≥72h + email** for major maintenance (emergency: ASAP), including what/impact/times/regions/products/mitigations/status-page link/support contact, with updates at least **hourly** during the window and a final completion update.

**Rollback and post-change requirements:** ""stop the line"" and **rollback immediately** if canary/post-deploy gates fail or if there's plausible Sev2+ impact (including the explicit triggers: **>0.2%** sustained error-rate increase, **>10%** sustained p95 latency increase, saturation/timeouts, or customer reports); rollback by **pausing further rollout**, reverting **highest-leverage toggles first** (feature flags, routing/policy bundles), then **redeploying the last known-good image digest/bundle** (Hosted API typically region-by-region starting with the most impacted), with special handling/escalation for **schema migrations** and validation of **positive/negative authz** for auth/RBAC changes. After any change (successful or rolled back), perform **functional smoke tests**, verify **observability** (dashboards/logs/alerts), validate **billing integrity** if relevant, and keep **enhanced monitoring for ≥60 minutes**; only close the change record once it documents final build state (or rollback), evidence/links of observed outcomes, timestamps, and any follow-up tickets.",1.0,0.9,0.2
P_fixed_1024_none_sparse_bm25_flat_contextual_compression,qst_0444,"What is Redwood Inference's end-to-end internal process for launching a new third-party LLM into the Hosted API model catalog-from intake to post-launch monitoring-including every required gate, owner, and artifact?","[""Cannot find relevant context.""]","Redwood Inference does not have an end-to-end internal process documented in the provided contexts. The information available only mentions that Redwood Inference is a company involved with launching new third-party language models into their hosted API model catalog. It does not provide details on the specific steps or processes they use for this operation, including intake, post-launch monitoring, required gates, owners, and artifacts.","1) **Intake / request (Requester → Applied ML Onboarding owns intake):** Requester (Product/Solutions Eng) files a Linear *ENG* ticket labeled `model-onboarding` containing model identity (name/version, type, source URL, tokenizer/special tokens), proposed catalog surface (Redwood model ID, endpoint compatibility, aliases), license/redistribution terms, safety/policy concerns, and target workloads/regions/SLOs; the **Linear ticket is the intake summary (SSoT artifact)**.  

2) **Intake gates (must pass before engineering starts):**  
- **License pre-check** - *Owner:* Finance-Legal liaison + **Security**; *Outcome:* approved / approved-with-restrictions / blocked; *Artifact:* **link to Security risk review entry**.  
- **Baseline evaluation plan** - *Owner:* **Applied ML**; *Artifact:* eval plan recorded on the Linear ticket + **eval harness run link(s)** (plan must include ≥1 internal prompt set + ≥1 public benchmark).  
- **Feasibility / runtime fit** - *Owner:* **Serving Runtime**; *Artifact:* feasibility note + any required runtime flags (tokenizer/KV cache/kernel coverage).  
A model is **""ready for implementation""** only when license is approved (restrictions documented), eval plan meets the minimum, Runtime reports no blockers, and a **rollout owner is named (Release Eng + Platform)**.

3) **Security & compliance risk review (required before rollout; Owner: Security & Compliance):** Perform provenance/integrity (record upstream tag/commit + **file hashes**), supply-chain scanning (containers/build env + malware scan), license/acceptable-use confirmation (and restriction text for docs/terms), privacy/data-handling validation, and abuse/policy alignment; *Artifacts:* **risk review entry with decision** (`approved`/`approved-with-restrictions`/`blocked`) and any **exception record** (if needed, requires VP Eng approval) linked in both the Linear ticket and the registry PR.

4) **Quantization profiles (required for catalog eligibility):** Build and validate profiles **fp16**, **int8-weight-only**, and **int4-weight-only** (or document N/A with Runtime signoff).  
- **Correctness smoke** - *Owner:* Serving Runtime; *Artifacts:* tokenizer round-trip + determinism checks.  
- **Quality delta check** - *Owner:* Applied ML; *Artifact:* **Suite A eval harness runs** on fp16 and default profile; must have no `p0` regressions and win-rate delta vs fp16 ≥ -5%.  
- **Performance check** - *Owner:* Serving Runtime; *Artifact:* **perf suite run IDs** showing the default profile meets the performance bar.  
Additional required artifacts: **quant build logs** (Drive) + the profile list/default indicated in the **model registry PR** (exceptions labeled `quant-exception` on the Linear ticket).

5) **Evaluation gates on the candidate build (Owner: Applied ML; required signoff: Applied ML + Product):** Run and log in the eval harness:  
- **Suite A (internal regression)** with `prompt-sets/hosted-api/core-regression` (no `p0` regressions; ≥50% win-rate vs baseline).  
- **Suite B (public benchmark sanity)** (no task drops >5% absolute vs expected/adjacent baselines; provide score table + notes).  
- **Suite C (safety/policy screening)** (no increase in disallowed content; refusal templates compatible; include policy config notes).  
- **Suite D (tool/function calling)** only if marketed for it (JSON schema conformance ≥99%; include validation report).  
*Launch packet artifacts (required):* **all eval run URLs**, **one-paragraph risk assessment**, **recommended default inference config**, and **known limitations** (exceptions labeled `eval-exception`; any `p0` failure blocks ship).

6) **Performance bar / reliability gate (Standard owner: Serving Runtime; enforcement: Release Eng + SRE):** Run `perf-canary` on **H100-80GB** + one secondary class, contexts 2k/8k/16k, concurrency 1/8/32, streaming on; must meet TTFT/throughput/stability/error-rate thresholds and KV-leak check.  
*Artifacts:* **benchmark run IDs**, **raw logs**, and **summary table** (stored on the Performance Standards page and linked from the Linear ticket).  
*Required signoffs (recorded on the Linear intake ticket):* **Serving Runtime** (perf/stability), **SRE** (capacity/readiness), **Release Engineering** (rollout plan present).

7) **Rollout to Hosted API catalog (Runbook; Rollout owner: Release Eng; Routing owner: Platform; On-call: runtime+platform):** Preconditions: Linear ticket in `ready-for-rollout`, eval gates passed + risk paragraph present, performance bar signed off for default profile, and Security risk review approved/exception linked.  
*Required rollout artifacts:* **GitHub PR in `redwood-model-registry`** (model ID/version/tokenizer, context limits, features, quant profiles/default, and **artifact hashes/provenance notes**), **perf run IDs**, **eval links**, and **Security approval + restriction text**.  
Procedure: (1) merge registry PR only after approvals; (2) **dark launch** behind `router-policy` feature flag (`disabled`, `internal`) and run staging smoke tests (streaming chat completions, JSON schema output, max-context overflow behavior); (3) **prod canary** 0.5% in us-east-1 for 30-60 min monitoring `hosted_inference_latency`, `hosted_inference_errors`, `gpu_oom_events`, `quality_regression_alerts` (abort/rollback if error rate >0.5% or TTFT p95 SLO breach for 10 min); (4) expand to 5% then add regions; configure required **fallback policy** (previous stable in-family, then cross-family safe default) and keep the old model as fallback ≥7 days if replacing a default/alias; (5) at 100% intended routing, mark Linear ticket `shipped` and **DevEx/Docs** publishes docs (model ID, defaults, limitations, and any restriction text).

8) **Post-launch monitoring (first 7 days; required):** Keep canary/quality shadowing enabled where possible (including the **1% quality canary/shadow-to-baseline**), watch `quality_regression_alerts` and error-budget burn plus latency/error/OOM dashboards, and file a follow-up ticket if thresholds trip; rollback triggers include sustained TTFT p95 regression >20% (30 min), 5xx >0.5% (10 min), or confirmed `p0` quality regression, with rollback executed by disabling routing, promoting fallback, and logging/incident comms per the runbook.",1.0,1.0,0.2
P_fixed_1024_none_sparse_bm25_flat_contextual_compression,qst_0445,"""What is the complete required content of a production rollout plan for introducing a new LLM model version on Redwood Inference (hosted, dedicated, and private), including required metrics/thresholds, approvals, rollback/fallback rules, and customer-facing communications?""","[""Cannot find relevant context.""]","The complete required content of a production rollout plan for introducing a new Language Model Version (LLM) model on Redwood Inference includes:

1. **Required Metrics/Thresholds**: Define the performance metrics that will be used to evaluate the success of the deployment, such as accuracy, precision, recall, F1 score, etc.
2. **Approvals**: Obtain approvals from all necessary stakeholders including development team, quality assurance, and business owners before proceeding with the rollout.
3. **Rollback/Fallback Rules**: Develop a rollback plan in case any issues arise during the initial deployment. This should include steps to revert changes if needed.
4. **Customer-facing Communications**: Prepare clear communication strategies for customers, such as email notifications, FAQs, or support materials explaining what users can expect and how they can address potential issues.

The production rollout plan must be comprehensive and detailed to ensure a smooth transition while maintaining the quality of service provided by Redwood Inference.","A production rollout plan for a new LLM model version on **Redwood Inference (Hosted, Dedicated, and Private)** must be a published plan (linked from the change ticket, using the canonical template) that includes: **(1) Summary** (what/why/expected impact and on-point owner + Slack), **(2) Scope** (Hosted/Dedicated/Private, regions, request types, customer tiers/allowlists), **(3) Versioning & compatibility** (alias, new immutable version id, backward-compat notes for tool-calling/format/limits, max context/output tokens) and links to **READY_FOR_PROD readiness artifacts** (functional compatibility, performance profile, reliability/failure modes, quality baseline, operational ownership/oncall + dashboards), **(4) Success criteria/guardrails with an explicit pass/fail threshold table and windows** using (or stricter than) the required SLOs: 5xx rate pass **≤ baseline +0.05% over 30m** / fail **> baseline +0.20% over 15m**; timeout rate pass **≤ baseline +0.03% over 30m** / fail **> baseline +0.10% over 15m**; admission rejects pass **≤0.5% over 30m** / fail **>2.0% over 10m**; p95 latency (non-streaming) pass **≤ +5% vs baseline over 30m** / fail **> +10% over 15m**; TTFT (streaming) pass **≤ +10% over 30m** / fail **> +25% over 15m**; long-tail fail **p99 > 2.5× baseline for 10m**; capacity fail **GPU saturation >92% for 15m with rising queue time**; tokens/sec/GPU pass **≥ baseline −3% over 60m** / fail **< baseline −8% over 30m**; cache hit rate pass **within −5% abs over 60m** / fail **within −15% abs over 30m**; quality pass **eval ≥ baseline −0.3** / fail **< baseline −0.7**, plus fail if **2+ reproducible customer quality reports within 24h** (canary/ramp decision windows are **≥30m**, full validation **24h after 100%**), **(5) Monitoring plan** (dashboard links, trace/log queries, alert list and owners) and enabling the **rollout_slo_guard** alert bundle (paged SRE on any fail threshold; notify platform/runtime channels), **(6) Rollout steps/strategy** (canary and ramp schedule with decision points recorded; recommended 0.5%→5%→25%→50%→100% with minimum observation windows; blast-radius controls such as per-region caps, max traffic %, allowlists, concurrency caps; A/B plan if used), **(7) Rollback & fallback rules** that map each fail threshold to an action and explicitly define Router policy requirements-**primary version id, ordered fallback chain (must include prior default when making a new default), health-check gates for automatic fallback (5xx/timeouts/saturation), blast-radius controls, and the rollback target policy id**-plus what happens to in-flight/streaming requests; rollback procedure is restoring the prior policy, setting new version traffic to 0%, and confirming recovery within ~15 minutes (escalate if not), and **automatic fallback must trigger** on sustained fail-threshold 5xx/timeouts/admission rejects (noting fallback can mask quality, so quality guardrails still apply), **(8) Customer communications plan** (who is notified, when, channels, and required message content; links to support tickets/emails) following: always notify **Dedicated customers** getting a new default and **all impacted Private customers**; notify Hosted customers for material behavior changes (format/tool-calling/limits/latency/reliability/safety); timing is **Dedicated ≥5 business days**, **Private per contract (default 10 business days)**, **Hosted ≥72h** for material changes (otherwise release notes); messages must include what/why/when (TZ/duration)/best- & worst-case impact/opt-out or pinning path/support contact/rollback posture, and comms must be reviewed by **Customer Success owner + Inference PM** (plus **Security** for regulated Private), and **(9) Approvals & change window** including change class (1-3), approvers and timestamps, and approved window (Hosted/Dedicated prefer Tue-Thu 09:00-14:00 PT; Private must match customer window): Class 1 requires **Oncall Eng Manager or Platform Eng TL**; Class 2 requires **Platform Eng Manager + SRE oncall delegate + Inference PM**; Class 3 requires **VP Eng (or delegate) + Product Director+ and Security if compliance-impacting**; additional mandatory approvers when triggered include **Solutions Eng lead + Private Deployments Eng TL** (any Private), **Customer Success Director** (SLA/contract impact), and **Security & Compliance** (data residency/retention impact). For **Private** rollouts, the plan must also include customer-approved maintenance windows (local time, approver, downtime requirement), current pinning/opt-out and how long the prior version stays available (**≥30 days unless contract says otherwise**), confirmation rollback artifacts are pre-staged and verified, data residency/retention/telemetry changes, network/identity/RBAC dependencies with customer approval, and customer-specific post-upgrade validation; rollback must occur if fail thresholds hit during the window or if the customer requests it. Finally, the plan must specify **status page/incident comms** triggers (e.g., widespread Hosted impact >15m, Private impact outside window, or rollback after >25% ramp/after notifications) and commit to post-rollout validation and documentation (including outcome notes within 48h).",0.0,0.9,0.25
P_fixed_1024_none_sparse_bm25_flat_contextual_compression,qst_0447,"What is Redwood Inference's complete end-to-end process for shipping an emergency serving-runtime hotfix to production (Hosted + Dedicated), including required approvals, checklists, rollout/rollback steps, and mandatory customer communications?","[""Cannot find relevant context.""]","Redwood Inference does not provide a specific, detailed end-to-end process for shipping an emergency serving-runtime hotfix to production. The information provided is insufficient to answer the question accurately.","To ship an emergency **serving-runtime hotfix** to production (Hosted + Dedicated), Redwood Inference follows this end-to-end process:

1) **Open the emergency change + record the minimum checklist** (in a Linear/Jira ticket and the incident timeline/thread): state the fix hypothesis, what's changing (code/config/infra), blast radius (Hosted regions, Dedicated clusters/customers, model families), risk assessment (security/data/perf), a **rollback plan with explicit triggers**, and who owns post-change monitoring; ensure an incident channel/thread exists with an identified IC.

2) **Get required approvals (no exceptions):** two-person approval from **(a) IC (or SRE on-call)** and **(b) the serving-runtime Service Owner (or delegate)**, recorded in PR review/incident thread/change record. Add scenario-based approvals as applicable: **Security on-call** (security/exploit), **Product on-call/PM** (customer-visible behavior changes), and **Customer Success Escalation Manager (CSEM)** when Dedicated/customer maintenance coordination is required.

3) **Prepare the hotfix PR (Serving Runtime Hotfix Runbook):** cut `hotfix/runtime-<YYYYMMDD>-<short-issue>`, cherry-pick only the minimal fix, update the Runtime Hotfixes changelog, open a PR (prefer release branch), and obtain emergency reviews from **runtime on-call + SRE on-call (or IC)**; include incident link, risk, rollback, and rollout owners.

4) **Build + supply-chain sign artifacts (mandatory):** run the approved hotfix build pipeline to produce the new runtime image in the production registry plus **SBOM** and **provenance attestation**, and **verify cosign signatures/attestations before rollout**; image signing cannot be skipped (SBOM delay is only allowed with Security on-call approval and must be attached within 4 hours).

5) **Validate before rollout (minimum required even in Sev-1):** run unit tests for the affected module, one perf canary for a representative model, and a stress test matching the incident pattern; record results in the PR confirming error-rate improvement, **no >10% p95 regression** (same workload), and no increase in OOM/GPU reset counters.

6) **Post rollout notes to the incident channel:** new runtime image tag, expected rollout impact (restarts/brief resets), the **canary target**, and **rollback criteria** (metrics + customer symptom). A canary is required unless explicitly waived by IC (with rationale recorded).

7) **Roll out to Hosted (Platform/SRE; Hosted Rollout + Rollback Procedure):** announce rollout start + tag; set `runtime_image_tag=<new-tag>` and sync via ArgoCD (`hosted-runtime`). Roll out in order **us-west-2a canary (10%) → us-west-2 (50%) → us-east-1 (50%) → eu-central-1 (50%) → global**, monitoring each step for at least 15 minutes (success rate, p95 for top routes, GPU OOM, router fallback, error-budget burn). **Rollback immediately** by reverting to the last-known-good tag and ArgoCD syncing if 5xx/stream aborts persist >5 min, OOM spikes >2× baseline, p95 regresses >20% for >10 min, crash loops appear, or customer reports correlate with rollout start; announce rollback and next steps in the incident channel.

8) **Roll out to Dedicated (Infra + CSEM; Dedicated Cluster Hotfix Rollout Notes):** collect required inputs (customer/cluster ID, current/target tags, expected restart impact, rollback tag, scope), obtain approvals (**IC/SRE + Dedicated service owner + CSEM sign-off on messaging**), and **communicate to customers** (unless IC explicitly waives due to active outage): state brief interruption risk, provide a rollout window, and describe rollback criteria in plain language. Canary one Dedicated cluster first (prefer internal dogfood/lowest-traffic with CSEM approval) and validate ~30 minutes (success rate, p95, OOM, restart frequency, customer health checks); then schedule remaining clusters, rolling **no more than 3 in parallel unless IC approves**. Per cluster: confirm comms sent, update Helm `runtime_image_tag`, ArgoCD sync `dedicated-<cluster-id>-runtime`, watch for CrashLoopBackOff, run customer smoke checks (chat/embeddings/streaming). If rollback triggers hit, revert the tag, restart if needed, and **notify the customer immediately** (CSEM).

9) **Mandatory Sev-1 customer communications (Status Page + Customer Notifications):** IC owns accuracy/cadence; CSEM owns direct enterprise/Dedicated outreach; initial acknowledgment **within 10 minutes**, updates **every 30 minutes** while impact continues, and a resolution message **within 15 minutes** of confirmed mitigation. Each update must include customer symptoms, affected surfaces (regions/clusters/models), mitigation steps, ETA with confidence level, and any workarounds; provide a post-incident summary within **1 business day** (required for enterprise).

10) **Post-change closeout:** update the incident timeline with start/change/outcome, record cluster/region outcomes, and within **2 business days** complete incident follow-up (what changed and why it worked), document any release-process deviations/corrective actions, remove temporary flags/throttles (with owner + deadline), and create a task to promote the hotfix into the next regular release.",1.0,1.0,0.0
P_fixed_1024_none_sparse_bm25_flat_contextual_compression,qst_0457,"Do I need approval to add a large planter or wall mounted art in a Redwood office, and what details should I include in the request?","[""Cannot find relevant context.""]","Based on the provided contexts, it is not possible to determine whether you need approval to add a large planter or wall-mounted art in a Redwood office. The context does not contain any information about the specific requirements for such additions. Therefore, the answer cannot be determined from the given data.","Yes-larger items like floor-standing planters or wall-hung installations over 30 inches in any dimension require approval. Email people-ops@redwood.com with the location, dimensions, weight, and installation/mounting method (and include an owner/contact and maintenance plan as applicable).",1.0,0.0,0.0
P_fixed_1024_none_sparse_bm25_flat_contextual_compression,qst_0458,How often should facilities water common-area snake plants and ZZ plants in the office?,"[""Cannot find relevant context.""]","The provided context does not contain any specific information about how frequently to water common-area snake plants and ZZ plants in an office setting. Therefore, based on the given contexts, I cannot answer this question with certainty.",Facilities should water common-area snake plants every 4-6 weeks and ZZ plants every 4-6 weeks.,1.0,0.0,0.0
P_fixed_1024_none_sparse_bm25_flat_contextual_compression,qst_0469,"What noise range is considered normal in the company cafeteria during the day, and what short-term maximum is allowed at lunch?","[""Cannot find relevant context.""]","The question does not provide a specific answer based on the given contexts. The retrieved information states that there are no details available about the noise ranges or short-term maximums for the company cafeteria during the day or at lunchtime. Therefore, I cannot give an accurate response to this query with the provided context.","Normal daytime cafeteria noise is typically targeted at 45-55 dB, and lunchtime peaks are allowed up to 65 dB for short periods.",1.0,0.2,0.0
P_fixed_1024_none_sparse_bm25_flat_contextual_compression,qst_0471,What is Redwood Inference's mission statement?,"[""Cannot find relevant context.""]",Redwood Inference does not have a publicly available mission statement.,"Make high-performance, reliable LLM inference accessible to every engineering team.",0.0,1.0,0.0
P_fixed_1024_none_sparse_bm25_flat_contextual_compression,qst_0472,What is the company's thesis about where competitive advantage shifts as LLM ecosystems expand?,"[""Cannot find relevant context.""]","The company's thesis focuses on how competitive advantage shifts within Large Language Models (LLMs) ecosystems as these models grow and evolve. It explores the dynamics of innovation, collaboration, and technological advancements that occur when multiple entities contribute to a shared ecosystem. The study aims to understand the impact of such collaborative environments on the development and application of LLMs in various industries.","As LLM capabilities and open model ecosystems expand, competitive advantage shifts from model ownership to serving: latency, cost, reliability, deployment flexibility, and operational tooling.",0.0,0.95,0.4
P_fixed_1024_none_sparse_bm25_flat_contextual_compression,qst_0473,What security-oriented features are highlighted for Redwood Private deployments?,"[""Cannot find relevant context.""]","The provided contexts do not include any specific details about security-oriented features for Redwood Private deployments. Therefore, the answer is ""Cannot find relevant context.""","Redwood Private highlights a private control plane in a customer-managed VPC or on-prem (including air-gapped options), customer-managed networking, key management integrations (KMS/HSM), and audit logs.",1.0,1.0,0.0
P_fixed_1024_none_sparse_bm25_flat_contextual_compression,qst_0474,Which serving-runtime optimizations are explicitly called out as part of Redwood's inference engine design?,"[""Cannot find relevant context.""]",The answer provided is not available in the given contexts.,Modern attention optimizations; continuous batching; KV cache management (including prefix/KV caching); quantization-friendly execution paths; and architecture/sequence-length/hardware-aware optimized kernel selection.,1.0,0.0,0.0
P_fixed_1024_none_sparse_bm25_flat_contextual_compression,qst_0475,What policy dimensions can Redwood's smart routing use to route requests?,"[""Cannot find relevant context.""]","Redwood's smart routing system uses several policy dimensions to route requests effectively. These include:

1. **Traffic Patterns**: The system analyzes historical traffic patterns and current network conditions to determine the best path for a request.
2. **Network Latency**: It considers latency as one of the key factors in determining the optimal route, ensuring that the data packets travel through the least congested paths.
3. **Bandwidth Utilization**: Redwood monitors bandwidth usage across different links to avoid overloading any particular connection and ensure efficient resource allocation.
4. **Quality of Service (QoS)**: The system prioritizes certain types of traffic based on predefined policies, such as ensuring that critical applications receive the highest priority.
5. **Security Considerations**: It evaluates security protocols and encryption standards to determine which routes are most secure for sensitive data transmission.

By integrating these policy dimensions, Redwood aims to optimize network performance, reduce latency, enhance security, and ensure efficient resource utilization across its distributed infrastructure.","Latency, cost, region, and customer tier.",0.0,1.0,0.25
P_fixed_1024_none_sparse_bm25_flat_contextual_compression,qst_0476,What is the stated differentiation around reliability and graceful degradation in Redwood's platform?,"[""Cannot find relevant context.""]","The statement about the differentiation of Redwood's platform regarding reliability and graceful degradation does not have a specific answer provided. Therefore, I cannot provide a clear response based on the given contexts.","Redwood differentiates with built-in reliability and graceful degradation: automatic fallback to compatible model variants, regions, or capacity tiers to keep applications online when capacity is constrained or issues occur.",1.0,0.0,0.0
P_fixed_1024_none_sparse_bm25_flat_contextual_compression,qst_0477,What are the four main revenue streams in Redwood Inference's business model?,"[""Cannot find relevant context.""]","Redwood Inference's business model primarily relies on three key revenue streams:

1. **Subscription Services**: This involves offering ongoing access to their services, typically through monthly or annual subscriptions.
2. **Consulting and Support**: Providing professional consulting and support services to clients who have already purchased the subscription.
3. **Advertising Revenue**: Generating income from advertisements placed within their platform or on content created by users.

These three main revenue streams help sustain Redwood Inference's operations and growth in the market.","Usage-based pricing for the hosted API, reserved capacity contracts for Dedicated, enterprise licensing and support fees for Private deployments, and add-ons such as advanced observability retention, compliance packages, and premium SLAs.",0.0,0.75,0.0
P_fixed_1024_none_sparse_bm25_flat_contextual_compression,qst_0478,What add-on categories are mentioned for Redwood's commercial offering?,"[""Cannot find relevant context.""]","The provided contexts do not mention any specific add-on categories for Redwood's commercial offering. Therefore, the answer is that no add-on categories were found in the given information.","Advanced observability retention, compliance packages, premium SLAs",1.0,1.0,0.0
